-1.76015	-2.87819	15.7505
-1.98376	-3.25185	15.0118
-2.23738	-3.70212	14.3402
-2.53032	-4.23932	13.741
-2.87212	-4.87613	13.2227
-3.27292	-5.62745	12.7976
-3.74383	-6.51003	12.4834
-4.29707	-7.54165	12.3051
-4.94599	-8.73966	12.297
-5.70472	-10.1182	12.5056
-6.58742	-11.6837	12.9931
-7.60667	-13.4271	13.8394
-8.77076	-15.3129	15.1441
-10.0792	-17.2617	17.0225
-11.5157	-19.1294	19.5943
-13.0384	-20.6828	22.955
-14.5673	-21.5847	27.1242
-15.9708	-21.4081	31.9662
-17.0582	-19.7131	37.0994
-17.5892	-16.2145	41.8462
-17.3143	-11.0193	45.3184
-16.0553	-4.80181	46.7172
-13.8046	1.30443	45.7675
-10.7828	6.18381	42.9665
-7.38946	9.28773	39.3413
-4.05402	10.7781	35.8705
-1.0876	11.2007	33.0835
1.37006	11.0873	31.0754
3.3135	10.7812	29.7219
4.80705	10.4515	28.8512
5.93594	10.1606	28.3173
6.78088	9.91976	28.0133
7.40865	9.71957	27.8645
7.87084	9.54525	27.8186
8.20572	9.3829	27.8375
8.44116	9.22191	27.8927
8.59731	9.05558	27.962
8.68896	8.88101	28.0277
8.72737	8.69856	28.0763
8.72161	8.51128	28.0972
8.67954	8.3241	28.0833
8.60846	8.14316	28.0305
8.5154	7.97504	27.9376
8.40733	7.82618	27.8058
8.2911	7.70231	27.6387
8.17334	7.60817	27.4419
8.06031	7.54724	27.222
7.95769	7.52172	26.9868
7.8705	7.53253	26.7446
7.80291	7.57949	26.504
7.75822	7.66137	26.2732
7.73885	7.77607	26.0608
7.7463	7.9207	25.8744
7.78118	8.09159	25.7216
7.84326	8.28434	25.609
7.93148	8.49371	25.5427
8.04392	8.71364	25.5278
8.17787	8.93709	25.5681
8.32971	9.15609	25.6662
8.49499	9.36176	25.8227
8.66834	9.54445	26.0361
8.84356	9.69404	26.3022
9.01366	9.80045	26.614
9.17102	9.8543	26.9613
9.30767	9.84773	27.3309
9.41569	9.77534	27.7064
9.48762	9.63512	28.0696
9.51712	9.42921	28.4008
9.49954	9.16434	28.6809
9.4325	8.85169	28.8924
9.31633	8.50631	29.0213
9.15433	8.14588	29.0585
8.95264	7.78918	29.0001
8.71995	7.45432	28.8481
8.46682	7.15733	28.6095
8.20492	6.91097	28.2957
7.94613	6.72422	27.9207
7.70175	6.60235	27.5002
7.48187	6.54728	27.0505
7.29495	6.55842	26.5875
7.14765	6.63332	26.1264
7.04478	6.76849	25.6813
6.98952	6.95982	25.2652
6.98358	7.20292	24.8907
7.02745	7.49315	24.5692
7.12059	7.82548	24.312
7.26157	8.19418	24.1298
7.44809	8.59237	24.0329
7.67695	9.01146	24.0311
7.94385	9.44061	24.1331
8.2432	9.86617	24.3459
8.56779	10.2713	24.674
8.90849	10.6358	25.1181
9.25395	10.9365	25.6734
9.59047	11.1484	26.3283
9.90205	11.2461	27.0625
10.1709	11.2068	27.8464
10.3781	11.0139	28.6409
10.5052	10.6606	29.3994
10.5363	10.1534	30.0713
10.4597	9.51385	30.6071
10.2706	8.77819	30.965
9.97208	7.99359	31.1166
9.57638	7.21213	31.0513
9.10353	6.48348	30.7766
8.57952	5.84827	30.3156
8.03327	5.33397	29.7023
7.49341	4.95379	28.9752
6.98549	4.70857	28.1722
6.5301	4.59034	27.3275
6.14215	4.58636	26.4696
5.83099	4.68263	25.6213
5.60132	4.86638	24.8009
5.45433	5.12744	24.0233
5.38895	5.45869	23.3014
5.4029	5.85593	22.647
5.49351	6.31724	22.072
5.65825	6.84221	21.5889
5.89505	7.43088	21.2118
6.20221	8.08261	20.9566
6.57829	8.79465	20.8415
7.02156	9.56057	20.887
7.52937	10.3682	21.1156
8.09714	11.1976	21.5508
8.71723	12.018	22.2148
9.37739	12.7863	23.1253
10.0592	13.4448	24.29
10.7363	13.9223	25.6994
11.3735	14.1379	27.3182
11.9264	14.0102	29.0772
12.3431	13.473	30.8682
12.5691	12.4955	32.5479
12.5544	11.1023	33.9532
12.264	9.38553	34.93
11.6883	7.49803	35.3691
10.8502	5.62542	35.2356
9.80528	3.94275	34.5771
8.63277	2.5741	33.5062
7.42104	1.57194	32.1636
6.25122	0.922538	30.6815
5.18548	0.568831	29.1605
4.26215	0.437097	27.6643
3.49714	0.456973	26.2261
2.88911	0.571904	24.8594
2.42567	0.74194	23.5666
2.08892	0.942182	22.3457
1.85957	1.15957	21.1933
1.71957	1.38953	20.1061
1.65356	1.63322	19.0815
1.64949	1.8955	18.1179
1.6987	2.1836	17.2141
1.79568	2.50637	16.3702
1.93781	2.87391	15.5872
2.12503	3.2975	14.8672
2.35953	3.78971	14.2145
2.64556	4.36446	13.6352
2.98934	5.03723	13.1389
3.39892	5.82498	12.7393
3.88413	6.74588	12.4559
4.45648	7.81847	12.3156
5.12888	9.06005	12.3556
5.91511	10.4836	12.626
6.82881	12.0927	13.1929
7.88159	13.8732	14.1408
9.07991	15.7804	15.5735
10.42	17.7214	17.6086
11.8803	19.5325	20.3626
13.4107	20.9566	23.9176
14.9199	21.6324	28.2629
16.2624	21.1213	33.2106
17.2342	19.0041	38.309
17.5882	15.0707	42.8163
17.0847	9.55749	45.834
15.5792	3.27257	46.6553
13.1179	-2.60559	45.1867
9.9732	-7.06255	42.0931
6.56605	-9.73237	38.4394
3.30637	-10.9086	35.1113
0.463368	-11.1607	32.5173
-1.86145	-10.9794	30.6796
-3.68503	-10.66	29.4521
-5.08003	-10.3398	28.667
-6.13198	-10.0652	28.1886
-6.91863	-9.8408	27.9196
-7.50307	-9.6551	27.7923
-7.93347	-9.49317	27.7589
-8.24541	-9.34156	27.7847
-8.46464	-9.19024	27.8433
-8.60976	-9.03296	27.9142
-8.6944	-8.86707	27.9809
-8.72894	-8.69306	28.0304
-8.72176	-8.51388	28.0531
-8.68018	-8.33434	28.0421
-8.61101	-8.16035	27.9934
-8.52088	-7.99829	27.9058
